x_,y_,t_,sex,id,name
589098.235356705,4732685.36611314,2010/12/24 11:46:08.998+00,F,F2,Lupe
589123.046490683,4732653.77761934,2010/12/24 11:48:07.999+00,F,F2,Lupe
589192.69563624,4732636.73967074,2010/12/24 11:50:07.998+00,F,F2,Lupe
589257.888124667,4732607.93875518,2010/12/24 11:52:08.998+00,F,F2,Lupe
589261.479689672,4732585.93906841,2010/12/24 11:54:08+00,F,F2,Lupe
589352.559758825,4732659.61857529,2010/12/24 11:56:05.998+00,F,F2,Lupe
589372.180397496,4732691.43658976,2010/12/24 11:58:06.999+00,F,F2,Lupe
589490.357960404,4732692.81081854,2010/12/24 12:01:10+00,F,F2,Lupe
589462.077834264,4732715.26812281,2010/12/24 12:10:54.999+00,F,F2,Lupe
589471.093630789,4732687.88554455,2010/12/24 12:12:47.001+00,F,F2,Lupe
589474.307857654,4732705.81950276,2010/12/24 12:14:43.001+00,F,F2,Lupe
589507.01630201,4732684.0415706,2010/12/24 12:20:19.999+00,F,F2,Lupe
589484.889990434,4732696.56058056,2010/12/24 15:00:53.001+00,F,F2,Lupe
589191.347536886,4732774.77406851,2010/12/24 22:13:00.999+00,F,F2,Lupe
589195.34906762,4732766.01840045,2010/12/24 22:14:04.998+00,F,F2,Lupe
589169.420844361,4732804.87797964,2010/12/24 22:16:09+00,F,F2,Lupe
588937.891211732,4732982.11599734,2010/12/24 22:22:46.001+00,F,F2,Lupe
588740.258140066,4733045.65712922,2010/12/24 22:28:16.999+00,F,F2,Lupe
588511.347265058,4733309.42752463,2010/12/24 22:36:42.998+00,F,F2,Lupe
588470.832072721,4733383.27641008,2010/12/24 22:38:09.999+00,F,F2,Lupe
588374.450364315,4733550.65872563,2010/12/24 22:41:18.998+00,F,F2,Lupe
588338.134885323,4733544.67433445,2010/12/24 22:42:07+00,F,F2,Lupe
588349.927608068,4733558.29712998,2010/12/24 22:44:06+00,F,F2,Lupe
588349.632775524,4733555.75001204,2010/12/24 22:46:08+00,F,F2,Lupe
588358.18142491,4733550.38394996,2010/12/24 22:48:13+00,F,F2,Lupe
588404.960372927,4733476.8589496,2010/12/24 22:50:07.999+00,F,F2,Lupe
588463.153154811,4733396.128031,2010/12/24 22:52:11+00,F,F2,Lupe
588530.510072353,4733291.5253674,2010/12/24 22:54:09+00,F,F2,Lupe
588622.396717465,4733258.14074304,2010/12/24 22:56:17.999+00,F,F2,Lupe
588666.965657838,4733123.74862212,2010/12/24 22:58:12.999+00,F,F2,Lupe
588677.488896254,4733118.94138552,2010/12/24 23:00:08.999+00,F,F2,Lupe
588684.030245755,4733122.70155243,2010/12/24 23:02:10.001+00,F,F2,Lupe
588677.479322277,4733113.31035635,2010/12/24 23:04:03.999+00,F,F2,Lupe
588682.455599459,4733123.56984351,2010/12/24 23:06:07+00,F,F2,Lupe
588684.861770774,4733116.59264272,2010/12/24 23:08:07.001+00,F,F2,Lupe
588679.861585642,4733120.94876953,2010/12/24 23:10:07+00,F,F2,Lupe
588697.829936062,4733127.93210219,2010/12/24 23:14:06+00,F,F2,Lupe
588702.440563326,4733198.538686,2010/12/24 23:16:07.998+00,F,F2,Lupe
588792.834517512,4733235.59567013,2010/12/24 23:20:58.998+00,F,F2,Lupe
588792.483031209,4733247.01956713,2010/12/24 23:22:09+00,F,F2,Lupe
588794.657582433,4733229.41066489,2010/12/24 23:24:07.001+00,F,F2,Lupe
588795.641583251,4733254.11268861,2010/12/24 23:26:05.998+00,F,F2,Lupe
588774.697010002,4733243.71451437,2010/12/24 23:28:10.999+00,F,F2,Lupe
588803.593083464,4733357.01512468,2010/12/24 23:30:05.999+00,F,F2,Lupe
588801.318870967,4733403.38815232,2010/12/24 23:32:05+00,F,F2,Lupe
588808.261318611,4733436.40769179,2010/12/24 23:34:08.001+00,F,F2,Lupe
588874.959930332,4733462.24371944,2010/12/24 23:36:05.998+00,F,F2,Lupe
588777.982364669,4733392.52605573,2010/12/24 23:38:04.999+00,F,F2,Lupe
588757.488040229,4733417.82946052,2010/12/24 23:40:07.999+00,F,F2,Lupe
588682.099276478,4733461.19762186,2010/12/24 23:42:08.001+00,F,F2,Lupe
588643.605613724,4733510.7486314,2010/12/24 23:44:05.999+00,F,F2,Lupe
588601.896557873,4733572.35338917,2010/12/24 23:46:05.001+00,F,F2,Lupe
588583.517645226,4733605.12566126,2010/12/24 23:48:08.001+00,F,F2,Lupe
588560.15716666,4733641.4880858,2010/12/24 23:50:07.998+00,F,F2,Lupe
588587.268922882,4733641.31376832,2010/12/24 23:52:12+00,F,F2,Lupe
588563.920399451,4733669.09114044,2010/12/24 23:54:19.998+00,F,F2,Lupe
588560.263691844,4733672.1207058,2010/12/24 23:56:06.998+00,F,F2,Lupe
588511.989702907,4733591.45860798,2010/12/24 23:58:06+00,F,F2,Lupe
588409.249269742,4733569.60718568,2010/12/25 00:01:14.001+00,F,F2,Lupe
588409.264656527,4733578.63682105,2010/12/25 00:02:06.001+00,F,F2,Lupe
588331.515315284,4733483.68264114,2010/12/25 00:04:03.998+00,F,F2,Lupe
588335.708578883,4733398.3731326,2010/12/25 00:06:06.998+00,F,F2,Lupe
588566.281826953,4733255.09982628,2010/12/25 00:12:12.999+00,F,F2,Lupe
588556.795167312,4733253.7787186,2010/12/25 00:15:36.999+00,F,F2,Lupe
588564.978793937,4733259.04807659,2010/12/25 00:16:12+00,F,F2,Lupe
588572.708844649,4733249.89562296,2010/12/25 00:18:04.998+00,F,F2,Lupe
588562.016523508,4733271.10488166,2010/12/25 00:20:06.999+00,F,F2,Lupe
588571.61572382,4733277.69183694,2010/12/25 00:26:08.998+00,F,F2,Lupe
588566.579960472,4733292.49863459,2010/12/25 00:28:09+00,F,F2,Lupe
588579.69114689,4733267.77748337,2010/12/25 00:32:28.999+00,F,F2,Lupe
588642.481739953,4733254.52234474,2010/12/25 00:37:04.999+00,F,F2,Lupe
588668.593570122,4733201.63595781,2010/12/25 00:38:33.001+00,F,F2,Lupe
588801.175763208,4732999.98215542,2010/12/25 00:42:50.001+00,F,F2,Lupe
588874.128831275,4733021.03386577,2010/12/25 00:46:48.999+00,F,F2,Lupe
588881.690948081,4733031.34898101,2010/12/25 00:48:07.998+00,F,F2,Lupe
588913.599627884,4732917.51986316,2010/12/25 00:50:07.001+00,F,F2,Lupe
589074.902974535,4732748.31583323,2010/12/25 00:53:18.999+00,F,F2,Lupe
589111.167442003,4732733.15686644,2010/12/25 00:54:05.998+00,F,F2,Lupe
589262.773604292,4732677.14995447,2010/12/25 00:58:09.999+00,F,F2,Lupe
589326.493779223,4732617.85485604,2010/12/25 01:00:08.001+00,F,F2,Lupe
589344.052162207,4732633.17540941,2010/12/25 01:02:11.001+00,F,F2,Lupe
589383.414531764,4732622.91137449,2010/12/25 01:04:07.998+00,F,F2,Lupe
589510.091898217,4732592.60949537,2010/12/25 01:06:05.001+00,F,F2,Lupe
589681.871683616,4732443.62401036,2010/12/25 01:10:17+00,F,F2,Lupe
589733.962853271,4732368.67712757,2010/12/25 01:12:05.998+00,F,F2,Lupe
589743.723887107,4732307.35242056,2010/12/25 01:14:12.001+00,F,F2,Lupe
589740.72159091,4732206.94528685,2010/12/25 01:16:11.998+00,F,F2,Lupe
589910.151763389,4732211.335713,2010/12/25 01:18:06.999+00,F,F2,Lupe
590032.322529273,4732227.3424928,2010/12/25 01:20:06.001+00,F,F2,Lupe
590092.091634913,4732241.4713603,2010/12/25 01:22:18.999+00,F,F2,Lupe
590127.113109895,4732224.0801178,2010/12/25 01:24:09+00,F,F2,Lupe
590134.665551337,4732234.44091765,2010/12/25 01:27:37.998+00,F,F2,Lupe
590128.511926708,4732229.81814492,2010/12/25 01:29:38.998+00,F,F2,Lupe
590132.132734943,4732237.18447306,2010/12/25 01:30:07.998+00,F,F2,Lupe
590123.960472684,4732219.10776906,2010/12/25 01:32:11.999+00,F,F2,Lupe
590132.526333998,4732225.83889341,2010/12/25 01:40:56.001+00,F,F2,Lupe
590151.555251048,4732236.32720618,2010/12/25 01:46:52.001+00,F,F2,Lupe
590137.312311937,4732229.8662978,2010/12/25 01:48:10.999+00,F,F2,Lupe
590138.815201161,4732229.50828572,2010/12/25 01:50:06.999+00,F,F2,Lupe
590142.10132046,4732229.89545062,2010/12/25 01:52:07.999+00,F,F2,Lupe
590119.379577186,4732234.50809501,2010/12/25 01:54:07.999+00,F,F2,Lupe
590135.270255067,4732228.25144906,2010/12/25 01:56:13+00,F,F2,Lupe
590144.283834176,4732231.41217641,2010/12/25 01:58:09.001+00,F,F2,Lupe
590134.941086341,4732225.87039139,2010/12/25 02:00:04.998+00,F,F2,Lupe
590143.139006217,4732228.79835013,2010/12/25 02:02:07.998+00,F,F2,Lupe
590153.30392514,4732227.79811235,2010/12/25 02:04:11.999+00,F,F2,Lupe
590141.671019295,4732221.46009957,2010/12/25 02:06:22+00,F,F2,Lupe
590120.742544165,4732225.41864509,2010/12/25 02:08:13+00,F,F2,Lupe
590155.181686616,4732229.45524846,2010/12/25 02:10:10.998+00,F,F2,Lupe
590130.109769049,4732225.31869222,2010/12/25 02:12:13.998+00,F,F2,Lupe
590132.170085956,4732228.04441489,2010/12/25 02:16:11.999+00,F,F2,Lupe
590172.286195281,4732224.29184183,2010/12/25 02:18:08+00,F,F2,Lupe
590104.512993438,4732230.03826867,2010/12/25 02:20:40.001+00,F,F2,Lupe
590111.714290282,4732230.28766487,2010/12/25 02:22:39.001+00,F,F2,Lupe
590116.358528184,4732237.02316109,2010/12/25 02:24:10.001+00,F,F2,Lupe
590136.739816758,4732225.42738685,2010/12/25 02:26:28.998+00,F,F2,Lupe
590139.085846646,4732236.37555522,2010/12/25 02:28:34.999+00,F,F2,Lupe
590117.711107133,4732223.08009033,2010/12/25 02:30:11+00,F,F2,Lupe
590129.660385171,4732233.40937685,2010/12/25 02:32:06+00,F,F2,Lupe
590135.201081486,4732230.41628958,2010/12/25 02:40:30+00,F,F2,Lupe
590122.355547734,4732226.66138325,2010/12/25 02:42:11.998+00,F,F2,Lupe
590099.903595676,4732225.02472287,2010/12/25 02:44:12.999+00,F,F2,Lupe
590124.330400851,4732232.17368851,2010/12/25 02:46:13+00,F,F2,Lupe
590127.053012394,4732231.19851914,2010/12/25 02:48:07+00,F,F2,Lupe
590125.754993636,4732234.6800967,2010/12/25 02:51:17.001+00,F,F2,Lupe
590046.882771815,4732271.6578257,2010/12/25 02:58:26.999+00,F,F2,Lupe
590039.397642438,4732290.05239283,2010/12/25 03:04:46+00,F,F2,Lupe
590051.611216972,4732314.0236133,2010/12/25 04:01:25.999+00,F,F2,Lupe
590038.984580749,4732297.87700151,2010/12/25 05:00:54+00,F,F2,Lupe
590034.974215742,4732295.27028021,2010/12/25 05:32:25.998+00,F,F2,Lupe
590052.747761453,4732287.74964495,2010/12/25 05:36:47.001+00,F,F2,Lupe
590148.362132028,4732215.00573485,2010/12/25 05:46:29+00,F,F2,Lupe
590118.577713913,4732256.44383042,2010/12/25 05:48:08.001+00,F,F2,Lupe
590121.6785726,4732251.57525521,2010/12/25 05:50:06.001+00,F,F2,Lupe
590044.983896324,4732301.7757701,2010/12/25 05:56:09+00,F,F2,Lupe
589766.118048873,4732465.92004137,2010/12/25 06:00:22+00,F,F2,Lupe
589375.446504818,4732662.34689081,2010/12/25 06:08:39+00,F,F2,Lupe
589300.297683742,4732689.37426512,2010/12/25 06:12:04.998+00,F,F2,Lupe
589359.99232806,4732737.52576979,2010/12/25 06:14:09.998+00,F,F2,Lupe
589465.580126356,4732873.42352271,2010/12/25 06:18:08.001+00,F,F2,Lupe
589482.218505827,4732930.62572241,2010/12/25 06:20:04.001+00,F,F2,Lupe
589529.289026741,4732961.55592779,2010/12/25 06:22:05.998+00,F,F2,Lupe
589544.733128372,4732944.10808718,2010/12/25 08:01:34+00,F,F2,Lupe
589247.873094657,4732989.65658637,2010/12/25 08:21:31.999+00,F,F2,Lupe
589240.033263068,4732963.4887132,2010/12/25 08:22:07.998+00,F,F2,Lupe
589102.645502807,4732938.1699106,2010/12/25 08:26:07.999+00,F,F2,Lupe
589086.419530774,4733012.52861745,2010/12/25 08:32:58.999+00,F,F2,Lupe
589089.357731847,4733018.28627342,2010/12/25 08:34:06.998+00,F,F2,Lupe
589090.321681473,4733010.82413741,2010/12/25 08:36:06.999+00,F,F2,Lupe
589088.028108697,4733047.75646163,2010/12/25 08:38:13.001+00,F,F2,Lupe
589091.384444678,4733054.09704129,2010/12/25 08:40:08.001+00,F,F2,Lupe
589081.698127704,4733052.37281528,2010/12/25 08:42:11.998+00,F,F2,Lupe
589134.183369617,4733062.1348062,2010/12/25 08:44:08+00,F,F2,Lupe
589155.329557237,4733100.0470847,2010/12/25 08:46:06.001+00,F,F2,Lupe
589205.983894263,4733169.14943575,2010/12/25 08:50:06.999+00,F,F2,Lupe
589261.6533657,4733188.33841376,2010/12/25 08:52:11.999+00,F,F2,Lupe
589244.332673906,4733216.81343351,2010/12/25 08:54:13.001+00,F,F2,Lupe
589244.231335016,4733206.91636543,2010/12/25 08:56:08.998+00,F,F2,Lupe
589233.032081415,4733166.44453109,2010/12/25 08:58:06.998+00,F,F2,Lupe
589214.15348968,4733119.06535016,2010/12/25 09:00:06.999+00,F,F2,Lupe
589177.494439322,4733092.63648142,2010/12/25 09:02:08.001+00,F,F2,Lupe
589118.559029099,4733049.23867745,2010/12/25 09:04:07.998+00,F,F2,Lupe
589099.106223854,4733027.25264516,2010/12/25 09:06:07.998+00,F,F2,Lupe
589016.863824695,4732993.4065042,2010/12/25 09:08:08.999+00,F,F2,Lupe
588966.934025789,4733014.63168866,2010/12/25 09:11:40+00,F,F2,Lupe
588990.44850428,4733035.27025798,2010/12/25 09:12:05+00,F,F2,Lupe
588971.250402519,4733046.22927082,2010/12/25 09:17:19+00,F,F2,Lupe
588963.215128485,4733043.42694894,2010/12/25 09:19:36.999+00,F,F2,Lupe
588965.81359816,4733039.33996183,2010/12/25 09:20:07.999+00,F,F2,Lupe
588972.585690257,4733049.96709079,2010/12/25 09:22:13.999+00,F,F2,Lupe
588974.597902867,4733026.56974462,2010/12/25 09:24:06.998+00,F,F2,Lupe
588949.345814271,4733025.16724213,2010/12/25 09:26:06.999+00,F,F2,Lupe
588963.74071802,4733017.23387262,2010/12/25 09:28:06.001+00,F,F2,Lupe
588969.420677191,4733110.75573284,2010/12/25 09:31:38.001+00,F,F2,Lupe
588940.222657565,4733119.57579664,2010/12/25 09:32:05.001+00,F,F2,Lupe
588825.981919982,4733263.34340685,2010/12/25 09:36:04.001+00,F,F2,Lupe
588816.534261028,4733308.01376848,2010/12/25 09:38:05.998+00,F,F2,Lupe
588840.590956145,4733315.08688348,2010/12/25 09:40:18.999+00,F,F2,Lupe
588852.516915613,4733324.03649447,2010/12/25 09:42:09.001+00,F,F2,Lupe
588831.440585242,4733306.08413664,2010/12/25 09:44:07+00,F,F2,Lupe
588840.673153547,4733349.42872909,2010/12/25 09:46:07.001+00,F,F2,Lupe
588872.451220053,4733335.31042473,2010/12/25 09:48:07.001+00,F,F2,Lupe
588841.476302604,4733342.35321672,2010/12/25 09:50:05.999+00,F,F2,Lupe
588827.368556554,4733340.75017339,2010/12/25 09:52:07+00,F,F2,Lupe
588833.628927948,4733334.51117662,2010/12/25 09:54:04.998+00,F,F2,Lupe
588843.799959361,4733322.06961551,2010/12/25 09:56:18.001+00,F,F2,Lupe
588803.607340135,4733261.03437712,2010/12/25 09:58:28.998+00,F,F2,Lupe
588808.502801559,4733234.89747568,2010/12/25 10:00:09.001+00,F,F2,Lupe
588821.276827761,4733230.10828991,2010/12/25 10:02:08.999+00,F,F2,Lupe
588798.47935909,4733230.75923289,2010/12/25 10:04:08.001+00,F,F2,Lupe
588791.047410906,4733229.43089769,2010/12/25 10:06:06.999+00,F,F2,Lupe
588827.2906826,4733178.75219463,2010/12/25 10:14:24.001+00,F,F2,Lupe
588837.476189191,4733177.29496994,2010/12/25 10:16:07+00,F,F2,Lupe
588834.669380053,4733149.21538624,2010/12/25 10:18:05+00,F,F2,Lupe
588838.436508759,4733152.9067084,2010/12/25 10:20:09.001+00,F,F2,Lupe
588833.916081291,4733191.24316554,2010/12/25 10:26:46.001+00,F,F2,Lupe
588823.735547847,4733191.67867633,2010/12/25 10:36:07.998+00,F,F2,Lupe
588823.047837787,4733184.68395085,2010/12/25 10:40:16.998+00,F,F2,Lupe
588831.603916384,4733183.26129811,2010/12/25 10:42:06.999+00,F,F2,Lupe
588824.340019815,4733187.32166042,2010/12/25 10:44:07+00,F,F2,Lupe
588826.177072714,4733193.42044582,2010/12/25 10:46:06.998+00,F,F2,Lupe
588836.472295039,4733180.24745038,2010/12/25 10:48:07.999+00,F,F2,Lupe
588880.590596718,4733160.13496427,2010/12/25 10:50:08.998+00,F,F2,Lupe
588912.815270251,4733119.02306967,2010/12/25 10:52:08+00,F,F2,Lupe
588962.777028777,4733116.85640144,2010/12/25 10:54:07.001+00,F,F2,Lupe
589034.957630944,4733073.22769689,2010/12/25 10:56:12.998+00,F,F2,Lupe
589079.275965338,4733077.69735829,2010/12/25 10:58:12.999+00,F,F2,Lupe
589089.941019231,4733089.85195275,2010/12/25 11:00:06.999+00,F,F2,Lupe
589075.506173014,4733093.26426419,2010/12/25 11:04:04.998+00,F,F2,Lupe
589064.204187332,4733097.49443974,2010/12/25 11:06:10.998+00,F,F2,Lupe
589081.65060997,4733056.69256917,2010/12/25 11:08:05.999+00,F,F2,Lupe
589050.555426086,4733005.63565039,2010/12/25 11:10:06.001+00,F,F2,Lupe
589041.595617451,4732966.59244619,2010/12/25 11:16:14+00,F,F2,Lupe
589043.170037707,4732972.09926982,2010/12/25 11:20:19.001+00,F,F2,Lupe
589039.951180874,4732965.88265839,2010/12/25 11:24:30.001+00,F,F2,Lupe
589049.835011944,4732966.26550107,2010/12/25 11:26:26.001+00,F,F2,Lupe
589015.247588279,4732953.0252515,2010/12/25 11:28:11.998+00,F,F2,Lupe
589023.976460291,4732977.60498914,2010/12/25 11:30:12.001+00,F,F2,Lupe
589035.823285371,4732977.48000433,2010/12/25 11:32:04.998+00,F,F2,Lupe
589180.626100408,4732842.42876992,2010/12/25 11:40:42.998+00,F,F2,Lupe
589268.412113731,4732773.60365305,2010/12/25 11:49:05.998+00,F,F2,Lupe
589279.528973792,4732756.51025605,2010/12/25 11:50:09+00,F,F2,Lupe
589372.91981479,4732715.91343865,2010/12/25 11:54:04+00,F,F2,Lupe
589380.418157072,4732713.41155491,2010/12/25 11:58:08.001+00,F,F2,Lupe
589395.620777042,4732708.31051891,2010/12/25 12:04:41+00,F,F2,Lupe
589396.243764644,4732718.36982562,2010/12/25 12:10:51.999+00,F,F2,Lupe
589378.713951619,4732740.10027573,2010/12/25 12:16:12.999+00,F,F2,Lupe
589485.69723599,4732692.38394112,2010/12/25 12:40:56.999+00,F,F2,Lupe
589477.510801739,4732705.02800684,2010/12/25 12:50:36.001+00,F,F2,Lupe
589500.675782015,4732683.10424188,2010/12/25 12:58:38.001+00,F,F2,Lupe
589482.775342043,4732712.55965882,2010/12/25 13:02:42.001+00,F,F2,Lupe
589478.636645409,4732702.79910451,2010/12/25 13:07:37.998+00,F,F2,Lupe
589503.956946378,4732690.81013141,2010/12/25 13:08:50+00,F,F2,Lupe
589505.566202936,4732710.66692668,2010/12/25 13:21:03.999+00,F,F2,Lupe
589486.075970204,4732696.00951749,2010/12/25 14:01:19.999+00,F,F2,Lupe
589489.279050706,4732695.8399844,2010/12/25 17:01:26.998+00,F,F2,Lupe
589553.657515463,4732738.11197014,2010/12/25 22:04:50.001+00,F,F2,Lupe
589558.00220904,4732822.90979517,2010/12/25 22:11:11.998+00,F,F2,Lupe
589546.950025733,4732822.96644782,2010/12/25 22:14:19.001+00,F,F2,Lupe
589379.723463198,4732808.87274411,2010/12/25 22:22:25.001+00,F,F2,Lupe
589128.364725958,4732791.70918566,2010/12/25 22:30:52+00,F,F2,Lupe
588978.938992236,4732815.36097274,2010/12/25 22:34:10.999+00,F,F2,Lupe
589089.261585609,4732816.89379155,2010/12/25 22:36:10+00,F,F2,Lupe
589117.281388326,4732901.43011403,2010/12/25 22:38:18.001+00,F,F2,Lupe
589029.806389673,4732941.28465258,2010/12/25 22:40:55.998+00,F,F2,Lupe
588949.53079012,4732958.03183539,2010/12/25 22:42:52+00,F,F2,Lupe
588949.542374081,4732954.58902123,2010/12/25 22:44:07.998+00,F,F2,Lupe
588970.286497773,4732985.68732942,2010/12/25 22:46:08+00,F,F2,Lupe
588971.435223482,4733029.97197565,2010/12/25 22:48:05.998+00,F,F2,Lupe
588787.145141904,4732980.22136219,2010/12/25 22:52:06.998+00,F,F2,Lupe
588692.56845459,4733082.50631844,2010/12/25 22:54:04.998+00,F,F2,Lupe
588593.710206888,4733209.29367309,2010/12/25 22:58:11.998+00,F,F2,Lupe
588569.58637118,4733239.97096045,2010/12/25 23:00:13.998+00,F,F2,Lupe
588498.095088777,4733303.64903809,2010/12/25 23:02:08.999+00,F,F2,Lupe
588506.286715781,4733318.51429032,2010/12/25 23:04:06.999+00,F,F2,Lupe
588506.297367968,4733313.84977241,2010/12/25 23:06:35+00,F,F2,Lupe
588515.163313395,4733299.72507385,2010/12/25 23:10:08.998+00,F,F2,Lupe
588497.308389526,4733313.30145713,2010/12/25 23:12:48.999+00,F,F2,Lupe
588313.997513198,4733491.44408128,2010/12/25 23:20:53.998+00,F,F2,Lupe
588354.235857165,4733398.74336976,2010/12/25 23:24:04.998+00,F,F2,Lupe
588353.615827859,4733400.50134291,2010/12/25 23:26:06+00,F,F2,Lupe
588339.556195604,4733363.13758031,2010/12/25 23:28:06.001+00,F,F2,Lupe
588280.019636732,4733399.23827402,2010/12/25 23:30:06.999+00,F,F2,Lupe
588269.284302169,4733453.36651739,2010/12/25 23:32:25.998+00,F,F2,Lupe
588336.90429629,4733491.77031875,2010/12/25 23:34:07+00,F,F2,Lupe
588353.348777574,4733568.558704,2010/12/25 23:36:10.001+00,F,F2,Lupe
588388.727601929,4733585.68193766,2010/12/25 23:38:08.001+00,F,F2,Lupe
588404.886235765,4733630.38065875,2010/12/25 23:41:38.998+00,F,F2,Lupe
588419.417982486,4733651.89081095,2010/12/25 23:44:04.998+00,F,F2,Lupe
588447.22112527,4733665.47442471,2010/12/25 23:46:14.998+00,F,F2,Lupe
588476.969890201,4733634.51339545,2010/12/25 23:48:06+00,F,F2,Lupe
588525.6819003,4733633.74927357,2010/12/25 23:50:04.998+00,F,F2,Lupe
588314.789808125,4733455.72519831,2010/12/25 23:56:07.001+00,F,F2,Lupe
588448.794958896,4733351.44114299,2010/12/26 00:00:06.001+00,F,F2,Lupe
588486.674074911,4733257.80022506,2010/12/26 00:02:04.001+00,F,F2,Lupe
588622.91397575,4733220.374772,2010/12/26 00:04:05.001+00,F,F2,Lupe
588692.468010579,4733134.96019961,2010/12/26 00:06:07.001+00,F,F2,Lupe
588729.637078514,4733023.65234926,2010/12/26 00:08:07.001+00,F,F2,Lupe
588841.853303304,4732975.06055628,2010/12/26 00:10:07+00,F,F2,Lupe
588929.929024037,4732906.85694688,2010/12/26 00:12:04.998+00,F,F2,Lupe
588998.050901256,4732796.526467,2010/12/26 00:14:07+00,F,F2,Lupe
589087.388564366,4732676.46334346,2010/12/26 00:16:10+00,F,F2,Lupe
589154.620477634,4732611.99200639,2010/12/26 00:18:07.001+00,F,F2,Lupe
589253.439674528,4732615.15594112,2010/12/26 00:20:06.998+00,F,F2,Lupe
589374.020361525,4732574.51056289,2010/12/26 00:22:12.999+00,F,F2,Lupe
589483.256114385,4732538.90697749,2010/12/26 00:24:08+00,F,F2,Lupe
589459.247029036,4732509.65293068,2010/12/26 00:26:14.001+00,F,F2,Lupe
589676.830580747,4732799.20643815,2010/12/26 00:34:18.998+00,F,F2,Lupe
589673.701369479,4732899.0120324,2010/12/26 00:37:06.999+00,F,F2,Lupe
589663.734409531,4732829.96767999,2010/12/26 00:38:07.001+00,F,F2,Lupe
589731.635851131,4732752.71598726,2010/12/26 00:40:03.998+00,F,F2,Lupe
589796.508038117,4732705.83478833,2010/12/26 00:42:05.999+00,F,F2,Lupe
589798.026834511,4732658.26374815,2010/12/26 00:44:07.999+00,F,F2,Lupe
589749.028663435,4732602.97267045,2010/12/26 00:46:13.999+00,F,F2,Lupe
589738.126592321,4732496.2655254,2010/12/26 00:48:07+00,F,F2,Lupe
589744.247398035,4732380.50569316,2010/12/26 00:50:06.001+00,F,F2,Lupe
589829.225715056,4732316.94869681,2010/12/26 00:52:10.999+00,F,F2,Lupe
589860.229576225,4732258.38814885,2010/12/26 00:54:08+00,F,F2,Lupe
589865.211481803,4732129.00830439,2010/12/26 00:56:17.001+00,F,F2,Lupe
589926.903916485,4732219.39479794,2010/12/26 00:58:54.998+00,F,F2,Lupe
589923.490127194,4732266.56352587,2010/12/26 01:00:07.998+00,F,F2,Lupe
589922.723022534,4732243.09690145,2010/12/26 01:02:07.999+00,F,F2,Lupe
589924.958675837,4732238.01706797,2010/12/26 01:05:25+00,F,F2,Lupe
589924.013640446,4732253.38708404,2010/12/26 01:07:40+00,F,F2,Lupe
589921.440444974,4732261.12805267,2010/12/26 01:08:25.998+00,F,F2,Lupe
589949.943399422,4732263.32047589,2010/12/26 01:10:06.999+00,F,F2,Lupe
589929.068521484,4732252.48661509,2010/12/26 01:12:08.001+00,F,F2,Lupe
589924.90821976,4732263.28339037,2010/12/26 01:14:06.998+00,F,F2,Lupe
589915.406523032,4732252.33103765,2010/12/26 01:16:22.998+00,F,F2,Lupe
589914.688033422,4732261.61771505,2010/12/26 01:18:07.999+00,F,F2,Lupe
589920.802544993,4732252.26797909,2010/12/26 01:20:12.998+00,F,F2,Lupe
589914.720684627,4732248.4126731,2010/12/26 01:22:11.999+00,F,F2,Lupe
589926.056787609,4732264.98650526,2010/12/26 01:24:12+00,F,F2,Lupe
589985.002122398,4732290.80984181,2010/12/26 01:26:29.001+00,F,F2,Lupe
590106.816830642,4732250.50403588,2010/12/26 01:32:41+00,F,F2,Lupe
590009.565873538,4732263.55265885,2010/12/26 01:38:48.001+00,F,F2,Lupe
590014.562841674,4732301.03510928,2010/12/26 01:40:51.999+00,F,F2,Lupe
590037.206754047,4732264.04604526,2010/12/26 01:42:09+00,F,F2,Lupe
590033.969855218,4732290.67026264,2010/12/26 01:44:06.999+00,F,F2,Lupe
589978.733175357,4732293.78245699,2010/12/26 01:46:13+00,F,F2,Lupe
589859.17190883,4732379.37821568,2010/12/26 01:48:12+00,F,F2,Lupe
589895.777609624,4732356.53099837,2010/12/26 01:50:08.001+00,F,F2,Lupe
589874.821885149,4732373.32887627,2010/12/26 01:52:05.999+00,F,F2,Lupe
589908.662897126,4732367.91607836,2010/12/26 01:54:09+00,F,F2,Lupe
589916.555249438,4732366.00852581,2010/12/26 01:56:08+00,F,F2,Lupe
589892.76141449,4732359.31277476,2010/12/26 01:58:07.998+00,F,F2,Lupe
589911.545088124,4732377.94931141,2010/12/26 02:00:07.001+00,F,F2,Lupe
589909.752124018,4732359.07847794,2010/12/26 02:04:16.999+00,F,F2,Lupe
589901.368463733,4732372.31924513,2010/12/26 02:08:15.999+00,F,F2,Lupe
589919.15990922,4732364.65412529,2010/12/26 02:10:08.001+00,F,F2,Lupe
589904.218946872,4732347.66688283,2010/12/26 02:12:04.001+00,F,F2,Lupe
589917.939058832,4732248.34348891,2010/12/26 02:14:16.001+00,F,F2,Lupe
589925.183163644,4732262.28739565,2010/12/26 02:16:06+00,F,F2,Lupe
589919.081797821,4732261.81927273,2010/12/26 02:18:09+00,F,F2,Lupe
589918.17499497,4732259.15305144,2010/12/26 02:24:20.001+00,F,F2,Lupe
589880.320368322,4732276.00869435,2010/12/26 02:32:15.998+00,F,F2,Lupe
